"accuratePass" "saves" "goalKicks" "totalPass" "gameStarted" "cleanSheet" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wasFouled" "fouls" "lostCorners" "totalSubOff" "ontargetScoringAtt" "totalScoringAtt" "totalOffside" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "shotOffTarget" "local" "id_partido" "wonCorners" "yellowCard" "cornerTaken" "goalsConceded" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "goalAssist" "goals" "ownGoals" "penaltyWon" "penaltySave" "secondYellow" "redCard"
NA NA NA NA NA NA NA NA NA "2019-06-12Z" "5hzotxmbfobtzdlkltg3s3bsh" "Korea Republic" "1x03o1a6pogki6wr8g6g9q505" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5akuqr9qotzt53e6nd2b8qusq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-12Z" "5hzotxmbfobtzdlkltg3s3bsh" "Korea Republic" "bcaoti9642mx9d2ljpcqavs6i" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5akuqr9qotzt53e6nd2b8qusq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"12" NA NA "15" NA NA "34" NA "0" "2019-06-12Z" "5hzotxmbfobtzdlkltg3s3bsh" "Korea Republic" "1yp4xsx03l1ot10ilft23h32t" "Substitute" NA NA NA NA "1" NA NA "2" "3" NA "1" NA "1" NA FALSE "5akuqr9qotzt53e6nd2b8qusq" "1" NA "1" "1" NA NA NA NA NA NA NA NA NA NA
"20" "3" "15" "31" "1" NA "120" "3" "1" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "7usnt9b1zhwtbcmxvp2lpmyfp" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"25" NA NA "38" "1" NA "120" "2" "3" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "89iqgu45zcagu2x0q0lxzlo7p" "Defender" "2" "16" "2" NA "3" "3" NA NA NA NA NA NA NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" "1" "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"44" NA NA "57" "1" NA "120" "11" "6" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "589yqifloa5j7qwp2gnemyml1" "Defender" NA "1" NA "1" NA "1" NA NA NA NA NA NA NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"46" NA NA "49" "1" NA "120" "12" "5" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "daqovjw2z3rsq6rs1vq38980l" "Defender" "1" NA "1" NA NA "2" NA "1" "2" "1" "1" NA NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"30" NA NA "37" "1" NA "102" "3" "2" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "47px99ojvzxwvflzirlbk7b9x" "Defender" "1" "11" "1" NA NA NA "1" NA "3" NA "1" NA NA "2" TRUE "6btoow6o077e3ewj7gwz7f3hm" "2" NA NA "1" NA NA NA NA NA NA NA NA NA NA
"32" NA NA "49" "1" NA "120" NA "11" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "1cfhmihovl78l8osqbo1w9nth" "Midfielder" "2" "2" "3" "3" NA NA NA NA "2" NA "1" NA NA "1" TRUE "6btoow6o077e3ewj7gwz7f3hm" "2" NA "6" "1" NA NA NA NA NA NA NA NA NA NA
"52" NA NA "67" "1" NA "120" "1" "8" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "cvy1q6gtx1gs9ddemdpcf8ded" "Midfielder" "1" NA "2" "1" "2" NA NA NA "1" NA NA NA NA "1" TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"54" NA NA "67" "1" NA "120" "2" "4" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "5adluw93r1tx4n3ta3wyhj7bp" "Midfielder" "1" NA "2" "1" "2" NA NA "1" "3" NA NA NA NA "2" TRUE "6btoow6o077e3ewj7gwz7f3hm" "1" "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"20" NA NA "30" "1" NA "72" "1" "7" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "5bgz4zs8ovn1j8154d1jafmc5" "Midfielder" NA NA "1" "1" NA NA "1" NA NA NA NA NA NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" "1" NA NA NA NA NA NA "1" NA NA NA NA NA NA
"27" NA NA "42" "1" NA "120" NA "10" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "2cl7scn4j10rfq44mweo735cl" "Attacking Midfielder" NA NA NA NA "2" NA NA "5" "11" NA "3" NA NA "3" TRUE "6btoow6o077e3ewj7gwz7f3hm" "4" NA "6" "1" NA NA NA NA NA NA NA NA NA NA
"10" NA NA "16" "1" NA "77" NA "9" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "tgwf384dqvbixwyquom4k2c5" "Striker" NA NA "1" NA "1" NA "1" "1" "1" "1" NA NA NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "9aqn77y0knb58698qj46eee39" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "96ai0x0bpkegwj977vsnfjzdh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "9429zv1k5p26dotvem0rlyymt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "3apo2cnue53gtbr67qbkflfjd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"9" NA NA "15" NA NA "43" "1" "0" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "1i2423a3npl3okv1k6a1szufp" "Substitute" NA NA NA "1" "3" NA NA NA "2" "1" "1" NA "1" "1" TRUE "6btoow6o077e3ewj7gwz7f3hm" "1" "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"11" NA NA "17" NA NA "48" NA "0" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "1o0o6thivoulnmsklkpbwpiad" "Substitute" "2" NA "2" NA NA NA NA NA "2" NA "1" NA "1" "1" TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "6i6zgplhzlmh16regzo5hyrit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "a51uz6926nu7t4jlummhrv3yt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"4" NA NA "8" NA NA "18" NA "0" "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "bo9ur8bsnfdpjpqdkwi9szo45" "Substitute" NA "2" NA NA "1" NA NA NA NA NA NA NA "1" NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "erqivud1dhxzabc42ghpau8k5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "ddq90t1cfklvuhk0xkbydfsut" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"32" "7" "13" "39" "1" NA "120" "3" "1" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "88k3tmpcg5ov13cd8b9rxyggl" "Goalkeeper" NA NA NA "1" NA "3" NA NA NA NA NA NA NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"42" NA NA "50" "1" NA "94" NA "3" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "alkcg8tdeobe46a0epj2zlas5" "Defender" "3" "11" "5" "2" "1" "1" "1" "1" "2" NA "1" NA NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA "4" "1" NA NA NA NA "1" NA NA NA NA NA
"64" NA NA "70" "1" NA "120" "6" "6" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "e3fa1ou90dirp8yjjterhrs9h" "Defender" NA "2" "2" NA NA NA NA NA NA NA NA NA NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"72" NA NA "75" "1" NA "104" "1" "5" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "6bcvcloym3tzxss5hgsw4h1at" "Defender" NA NA NA NA "1" "2" NA NA "1" NA NA NA NA "1" FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA "1"
"45" NA NA "59" "1" NA "119" "4" "2" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "8dfe78e3mslilgxw4efeu295" "Defender" "5" "19" "5" NA "1" "1" "1" NA NA NA NA NA NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"30" NA NA "37" "1" NA "120" "1" "8" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "50atlyy40e4sv5d0lbefss5w5" "Midfielder" "1" "1" "2" "1" "3" "2" NA NA "1" NA NA NA NA "1" FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"20" NA NA "29" "1" NA "120" "3" "4" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "nygly0mk02elp9ylmq30xhw5" "Midfielder" "2" NA "2" "3" "1" "1" NA "1" "5" NA "1" NA NA "3" FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"72" NA NA "93" "1" NA "116" "2" "7" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "3vnw015vllv7vzi79h7bplolx" "Midfielder" "2" NA "3" NA NA NA "1" NA "1" NA NA NA NA "1" FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA "2" "1" NA NA NA NA NA NA NA NA NA NA
"31" NA NA "43" "1" NA "120" NA "11" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "ddagc0khq0zh1ywynyci8nzrp" "Striker" NA NA NA "2" "1" NA NA NA "2" NA "1" NA NA "1" FALSE "6btoow6o077e3ewj7gwz7f3hm" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
"21" NA NA "38" "1" NA "120" "2" "9" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "66f0rjs4c2yih8phn6meyj74l" "Striker" NA NA NA NA NA NA NA "1" "4" "1" "1" NA NA "2" FALSE "6btoow6o077e3ewj7gwz7f3hm" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
"14" NA NA "24" "1" NA "74" "2" "10" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "1to70vfsch5kwvw3kjgo1iggl" "Striker" "1" NA "2" "3" NA NA "1" "1" "3" "1" "1" NA NA "1" FALSE "6btoow6o077e3ewj7gwz7f3hm" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "13x3ni2z3xpc7rlwveslbmuvp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "68a0jc6cin6hxx0bkdch9hc5x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "885jvnz4souxd86bsrjr3qdat" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "brflebs8m00rgali2owyoyove" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"10" NA NA "19" NA NA "46" "3" "0" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "dcv449u8n6hvahqbgdjwuidw5" "Substitute" NA "3" NA NA NA "1" NA NA NA NA NA NA "1" NA FALSE "6btoow6o077e3ewj7gwz7f3hm" "3" NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "e3n8fh86gv7xkw2zi6jlqelzp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "1" NA "0" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "dxyigy3ewt0c9xp5mqo0hh51x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "6uncwzelwxah4myhp8nzh63md" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "eoaatjzu9qaoxcb5kzkya5dcl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA "8" NA NA "26" "5" "0" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "88mm8irc7nnlabminzyzjc5at" "Substitute" "1" NA "2" "1" NA "1" NA NA NA NA NA NA "1" NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA "1" NA NA "4" NA "0" "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "adw7kbza894cd6dxjgbbtkoa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-22Z" "7evyxk129dpli7omdned6cjzo" "Australia" "1396atm2fqygu4mryh5l3jnit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6btoow6o077e3ewj7gwz7f3hm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"22" "3" "11" "26" "1" NA "90" "1" "1" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "7usnt9b1zhwtbcmxvp2lpmyfp" "Goalkeeper" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" "1" NA NA NA NA NA NA "1" NA NA
"32" NA NA "39" "1" NA "90" "1" "3" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "89iqgu45zcagu2x0q0lxzlo7p" "Defender" "2" "8" "4" NA NA "3" NA NA NA NA NA NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"55" NA NA "74" "1" NA "90" "3" "6" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "589yqifloa5j7qwp2gnemyml1" "Defender" NA NA NA "1" "5" NA NA NA NA NA NA NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA "1" NA "3" NA NA "1" NA NA NA NA NA NA NA
"77" NA NA "86" "1" NA "90" "1" "5" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "daqovjw2z3rsq6rs1vq38980l" "Defender" NA "1" NA "2" NA NA NA NA NA NA NA NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"36" NA NA "44" "1" NA "85" "1" "2" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "47px99ojvzxwvflzirlbk7b9x" "Defender" NA "9" NA NA NA NA "1" NA NA NA NA NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"18" NA NA "25" "1" NA "74" "1" "11" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "1cfhmihovl78l8osqbo1w9nth" "Midfielder" NA "1" NA "1" NA NA "1" NA "1" NA "1" NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA "1" "3" NA NA NA NA NA NA NA NA NA NA
"44" NA NA "50" "1" NA "90" "1" "8" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "cvy1q6gtx1gs9ddemdpcf8ded" "Midfielder" NA NA NA "1" "2" NA NA NA "1" NA NA NA NA "1" TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"40" NA NA "59" "1" NA "90" "2" "4" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "5adluw93r1tx4n3ta3wyhj7bp" "Midfielder" "2" NA "3" NA "2" NA NA NA NA NA NA NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"10" NA NA "12" "1" NA "64" NA "7" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "5bgz4zs8ovn1j8154d1jafmc5" "Midfielder" NA NA NA "1" NA NA "1" NA "1" NA "1" NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA "3" NA NA NA NA NA NA NA NA NA NA
"15" NA NA "22" "1" NA "90" NA "9" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "tgwf384dqvbixwyquom4k2c5" "Striker" NA NA NA "2" NA NA NA "1" "3" NA "1" NA NA "1" TRUE "956icjsxgz4ha98gurfx47cdm" "2" NA NA "3" NA NA NA NA NA NA NA NA NA NA
"11" NA NA "21" "1" NA "90" NA "10" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "2cl7scn4j10rfq44mweo735cl" "Striker" "3" NA "4" NA "2" NA NA NA "1" NA "1" NA NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA "1" "3" NA NA NA NA NA NA NA NA NA NA
"2" NA NA "4" NA NA "16" NA "0" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "9aqn77y0knb58698qj46eee39" "Substitute" "2" NA "2" "2" NA NA NA NA NA NA NA NA "1" NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "96ai0x0bpkegwj977vsnfjzdh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "9429zv1k5p26dotvem0rlyymt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "3apo2cnue53gtbr67qbkflfjd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"4" NA NA "4" NA NA "26" NA "0" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "1i2423a3npl3okv1k6a1szufp" "Substitute" NA NA "1" "1" NA NA NA "2" "4" NA NA NA "1" "2" TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "1o0o6thivoulnmsklkpbwpiad" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "6i6zgplhzlmh16regzo5hyrit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "a51uz6926nu7t4jlummhrv3yt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA "1" NA NA "5" "1" "0" "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "bo9ur8bsnfdpjpqdkwi9szo45" "Substitute" NA NA NA NA NA "1" NA "1" "1" NA NA NA "1" NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "erqivud1dhxzabc42ghpau8k5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-27Z" "3am1t05nqol6kzj4jknzk0skn" "Norway" "ddq90t1cfklvuhk0xkbydfsut" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"11" "3" "7" "16" "1" "1" "90" "3" "1" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "2sqm0kt94mwo34oru6o16ydw5" "Goalkeeper" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"44" NA NA "53" "1" "1" "90" "1" "3" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "1cyzpbgl74lage7toh7f1tgb9" "Defender" "1" "11" "3" NA "1" NA NA NA NA NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"50" NA NA "61" "1" "1" "90" "3" "6" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "anghujtc4achyb9mflowgg9n9" "Defender" NA NA "2" NA "2" NA NA NA NA NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"48" NA NA "58" "1" "1" "90" "5" "5" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "5vuw3lywsh90t394m8h6g5ihh" "Defender" NA NA NA "1" "1" NA NA NA NA NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA "1" NA NA NA
"44" NA NA "55" "1" "1" "90" NA "2" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "1dg7whnmk3nb1adw7n8a7nnbp" "Defender" NA "6" NA "1" "2" "2" NA "2" "2" NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA
"40" NA NA "56" "1" "1" "90" "1" "4" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8h7r4d4z2gjne58xwu3koiok5" "Defensive Midfielder" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"18" NA NA "25" "1" NA "54" NA "11" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "93h0czojeo1ywk4ln2af0bglx" "Midfielder" "2" NA "4" "1" NA NA "1" NA NA NA NA NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA "2" NA NA NA NA NA NA NA NA NA NA NA
"19" NA NA "26" "1" NA "74" NA "10" "2019-06-27Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8m3okb64mh1m7dfmp0km4wct1" "Midfielder" "1" NA "2" "1" "1" NA "1" NA "1" NA "1" NA NA NA FALSE "956icjsxgz4ha98gurfx47cdm" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
