"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"firstName";"lastName";"wonTackle";"wasFouled";"lostCorners";"totalThrows";"totalTackle";"ontargetScoringAtt";"totalScoringAtt";"goals";"penaltyConceded";"totalOffside";"wonCorners";"fouls";"shotOffTarget";"yellowCard";"totalSubOff";"goalAssist";"cornerTaken";"stats[2, ]";"totalSubOn";"local";"id_partido";"blockedScoringAtt";"penaltyWon";"redCard";"secondYellow";"ownGoals";"cleanSheet";"penaltySave"
"19";NA;NA;NA;NA;"32";"1";NA;"90";"2";"10";"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"y9v0u6zwopgjkp64nili8rth";"Striker";"Esteban Efraín";"Paredes Quintanilla";NA;NA;NA;NA;NA;"2";"4";"1";NA;NA;"2";"2";"2";NA;NA;NA;NA;NA;NA;TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;"1";NA
"12";NA;NA;NA;NA;"15";"1";NA;"78";NA;"9";"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"b6l6cav75axv8b7a3j7zcn84p";"Striker";"Iván Andrés";"Morales Bravo";NA;"1";NA;NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"e1vmth46sx91nyf8ppo78iove";"1";NA;NA;NA;NA;NA;NA
"12";NA;NA;NA;NA;"12";NA;NA;"24";NA;"0";"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1g6yxzrygguwxhf7r4d8zor56";"Substitute";"Benjamín";"Berríos";"1";NA;"1";NA;"1";"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"5a1jlrtl6pezuwkzcm40ab179";"Substitute";"Brayan Josué";"Cortés Fernández";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"9vt4ulv6w9gcl66wdzwu04id";"Substitute";"Gonzalo Antonio";"Fierro Caniullán";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"70k0sgj1n6fwi5o10uebx10b9";"Substitute";"Fernando Nicolás";"Meza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"3hwd7jyifs3dei1mhpbdzx68l";"Substitute";"Nicolás Iván";"Orellana Acuña";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"3";NA;NA;NA;NA;"3";NA;NA;"12";NA;"0";"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"e1y7jb2a2ixwmmm0n5l5pu2fp";"Substitute";"Raúl Octavio";"Rivero Falero";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"19";NA;NA;NA;NA;"27";NA;NA;"70";"2";"0";"2018-04-21Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"dxtv4idhrzxkw9dxp3fytfpp1";"Substitute";"Bryan Alfonso";"Vejar Utreras";"2";NA;NA;"5";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"13";"2";"5";NA;"10";"24";"1";NA;"90";"2";"1";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"b576admrgqmlyrobr6r5n01xx";"Goalkeeper";"Jose Luis";"Gamonal Ruiz";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;"1";NA;NA
"24";"2";NA;NA;NA;"28";"1";NA;"90";"1";"3";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"273jgbsiowjk7q9ph9sro6bpx";"Defender";"Miguel Ángel";"Aceval Muñoz";"1";NA;"1";"3";"1";"1";"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"17";"2";NA;NA;NA;"18";"1";NA;"90";"4";"6";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"cn9hx4byy5adg51wu4txij4r9";"Defender";"Luis Ignacio";"Casanova Sandoval";"2";"1";"1";NA;"2";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"27";"2";NA;NA;NA;"28";"1";NA;"90";"2";"5";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"a6pbq7r6cktnf7s0tlkm08ul1";"Defender";"Cristóbal Alberto";"Vergara Maldonado";NA;NA;"2";NA;"2";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"32";"2";NA;NA;NA;"38";"1";NA;"90";"2";"2";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"b5kfbt4ujf4eqmczu3uy04wd1";"Defender";"Jaime";"Soto Kaempfer";"2";"1";NA;"12";"5";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"40";"2";NA;NA;NA;"46";"1";NA;"90";NA;"4";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"1z1b10urbis9b1s5325k37k5x";"Defensive Midfielder";"Ruben";"Cepeda";"1";"2";NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"31";"1";NA;NA;NA;"43";"1";NA;"77";NA;"8";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"7h46lco72xtuvx94ndqzmuket";"Defensive Midfielder";"Guillermo Fernando";"Hauche";"2";"1";NA;NA;"3";NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";"1";NA;NA;NA;NA;NA;NA
"11";"1";NA;NA;NA;"13";"1";NA;"67";NA;"11";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"ampqb6qmgjpy8f4bn2thmywut";"Attacking Midfielder";"Kevin Andrew";"Harbottle Carrasco";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"50";"2";NA;NA;NA;"53";"1";NA;"90";NA;"10";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"22j2b3ogbg4tz6w8pxdrgzs2d";"Attacking Midfielder";"Cristian Eduardo";"Canío Manosalva";NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"21";"2";NA;NA;NA;"25";"1";NA;"90";NA;"7";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"9dg4cuy93o4u32uvfj19b4rth";"Attacking Midfielder";"Fernando Andrés";"Quiroz Calderón";"1";"1";NA;NA;"1";NA;"1";NA;NA;NA;NA;"2";"1";NA;NA;NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"16";"1";NA;NA;NA;"23";"1";NA;"55";NA;"9";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"5qzzf3k06182fbucarec4xip5";"Striker";"Lucas Ariel";"Campana";"2";"1";NA;NA;"2";"1";"1";NA;NA;NA;"1";"2";NA;NA;"1";NA;NA;NA;NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"8psx0jp3k5jonamarh2bfqaga";"Substitute";"Diego";"Cayupíl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"4";"1";NA;NA;NA;"8";NA;NA;"35";NA;"0";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"deif1zcm3cu6fw7yqogo2eevp";"Substitute";"Jorge Matías";"Donoso Garate";NA;"1";NA;NA;"1";NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";FALSE;"e1vmth46sx91nyf8ppo78iove";"1";NA;NA;NA;NA;NA;NA
"1";"1";NA;NA;NA;"1";NA;NA;"13";NA;"0";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"248uds9v4rrmkynvv2192hadx";"Substitute";"Gustavo";"Gotti";"1";"2";NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"d1c65n7r0z9cnyeyczc11v2s5";"Substitute";"Patricio Felipe";"Jerez Aguayo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"e6en78m4crbwp9bmrxs7qpd5h";"Substitute";"Mathías Damián";"Riquero Beretta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"d92by4wfk9we7rultxta22rc9";"Substitute";"Camilo Armando";"Trejos Venegas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e1vmth46sx91nyf8ppo78iove";NA;NA;NA;NA;NA;NA;NA
"4";"1";NA;NA;NA;"5";NA;NA;"23";NA;"0";"2018-04-21Z";"3offzg5j5vzqmrra2lx73kbu7";"Deportes Temuco";"ce7x4wgl9lwdnz1t248euc0r9";"Substitute";"Alfredo Omar";"Ábalos";NA;"3";NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;"1";FALSE;"e1vmth46sx91nyf8ppo78iove";"1";NA;NA;NA;NA;NA;NA
"16";"4";"3";"1";"11";"29";"1";"1";"90";NA;"1";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"dxettc5wk3wo8vqtwm4hxztg5";"Goalkeeper";"Agustín Ignacio";"Orión";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"15";"1";NA;NA;NA;"19";"1";"1";"70";"1";"3";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1qjttb6sdzmo310b3g8yxqhn9";"Defender";"Óscar Mauricio";"Opazo Lara";NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;"1";"3";NA;NA;"1";NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"25";"4";NA;NA;NA;"30";"1";"1";"90";"7";"6";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7n849c9llm9q8vtnp2hmoqw2d";"Defender";"Juan Manuel";"Insaurralde";"1";"2";NA;NA;"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"41";"4";NA;NA;NA;"53";"1";"1";"90";"6";"5";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"91xhp8j5sfkoe2ph0uejj3d91";"Defender";"Matías Ezequiel";"Zaldivia";NA;"2";NA;NA;"2";"2";"2";"1";"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"31";"4";NA;NA;NA;"40";"1";"1";"90";"2";"2";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"9vt4ulv6w9gcl66wdzwu04id";"Defender";"Gonzalo Antonio";"Fierro Caniullán";"1";"3";"1";"8";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"34";"4";NA;NA;NA;"40";"1";"1";"90";"2";"4";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7w1g96dq26tk2oqrplan9rkd1";"Defensive Midfielder";"Esteban Andres";"Pavez Suazo";NA;"2";"1";NA;NA;NA;NA;NA;NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"19";"1";NA;NA;NA;"21";"1";"1";"54";NA;"8";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7psi7pfvwt7kf6xlwrs35fwt1";"Defensive Midfielder";"Claudio Andrés";"Baeza Baeza";"3";NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";NA;"1";"1";NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"21";"4";NA;NA;NA;"28";"1";"1";"90";"1";"11";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"b6l6cav75axv8b7a3j7zcn84p";"Attacking Midfielder";"Iván Andrés";"Morales Bravo";NA;NA;NA;NA;NA;"2";"2";"2";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"32";"4";NA;NA;NA;"40";"1";"1";"90";NA;"10";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"47cw7z4p92y3ioalree2uvf85";"Attacking Midfielder";"Jaime Andrés";"Valdés Zapata";NA;NA;NA;"1";NA;"1";"3";NA;NA;NA;"1";"3";"1";NA;NA;"1";"2";NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";"1";NA;NA;NA;NA;NA;NA
"25";"3";NA;NA;NA;"29";"1";"1";"78";NA;"7";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"avzd8n4n9x655hu62cspydot1";"Attacking Midfielder";"César Ignacio";"Pinares Tamayo";NA;"3";NA;"1";NA;"1";"2";NA;NA;NA;NA;"2";"1";NA;"1";"1";"4";NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"25";"4";NA;NA;NA;"38";"1";"1";"90";"1";"9";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7wivp3regznx3vdr8ektnflcl";"Striker";"Lucas Ramón";"Barrios Cáceres";"2";"2";NA;NA;"2";"2";"4";NA;NA;NA;"1";"2";"2";NA;NA;NA;NA;NA;NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1jh74cxv1fis332qfdchysyqd";"Substitute";"Felipe Manuel";"Campos Mosqueira";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"13";"3";NA;NA;NA;"16";NA;NA;"36";NA;"0";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"b731wmwywtvh06w07xz34qpqt";"Substitute";"Carlos Emilio";"Carmona Tello";"4";"2";NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"5a1jlrtl6pezuwkzcm40ab179";"Substitute";"Brayan Josué";"Cortés Fernández";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"7";"1";NA;NA;NA;"12";NA;NA;"12";NA;"0";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"5se5rrc72pyoamtqw2f4swpg5";"Substitute";"Nicolás Alexander";"Maturana Caneo";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"4";"3";NA;NA;NA;"7";NA;NA;"20";"1";"0";"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"25d8ampacze5t9xwffna4ullh";"Substitute";"Damián Alfredo";"Pérez";NA;"1";NA;"3";NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;"1";TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"8yak0o9o7z5j5ribga3ui2cb9";"Substitute";"Gabriel Alonso";"Suazo Urbina";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"aimgpr86xs6553faasfh0rwfd";"Substitute";"Carlos Alberto";"Villanueva Fuentes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"11";"3";"5";NA;"4";"20";"1";NA;"90";"1";"1";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"evvo9m33je9duatuogxg591hx";"Goalkeeper";"Paulo Andrés";"Garcés Contreras";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"15";"3";NA;NA;NA;"23";"1";NA;"90";"3";"3";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"8q8f0c9hgtv9ibnkburojxyp5";"Defender";"Salvador";"Cordero";"2";"1";NA;"11";"2";NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"34";"3";NA;NA;NA;"38";"1";NA;"90";"2";"6";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"27d86mint34dydvzdjpxict79";"Defender";"Bruno Sebastián";"Romo Rojas";"1";NA;"1";NA;"2";NA;"2";NA;NA;NA;NA;"2";"2";NA;NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"22";"3";NA;NA;NA;"28";"1";NA;"71";"1";"5";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"5bj418xljvx94aqjw74f2wcet";"Defender";"Cristián Manuel";"Rojas Sanhueza";NA;"3";"1";"2";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"29";"3";NA;NA;NA;"38";"1";NA;"90";NA;"2";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"42oyy73s5avbjsnw4eg5wmket";"Defender";"Tomás Pablo";"Astaburuaga Montoya";NA;NA;"2";"1";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"28";"3";NA;NA;NA;"31";"1";NA;"64";"1";"4";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"1u0ljpfm8m7kwt1dfzjxstsd1";"Defensive Midfielder";"Gabriel Eduardo";"Sandoval Alarcón";"3";"1";"1";NA;"3";NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"35";"3";NA;NA;NA;"42";"1";NA;"90";NA;"8";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"a4nr7v8446llnouslrkrp41cl";"Defensive Midfielder";"Michael";"Lepe";"2";"4";NA;"1";"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"1";"3";NA;NA;NA;"6";"1";NA;"45";NA;"11";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"egg8yn20s67x5awg9qupjrv9";"Attacking Midfielder";"Felipe Ignacio";"Flores Chandia";"1";NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;"3";NA;"1";"1";NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"17";"3";NA;NA;NA;"25";"1";NA;"90";NA;"10";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"cvgwdjc34ayove5oev1a0epk9";"Attacking Midfielder";"Marco Antonio";"Collao Ramos";NA;"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;"3";"1";NA;NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";"1";"1";NA;NA;NA;NA;NA
"22";"3";NA;NA;NA;"29";"1";NA;"90";"1";"7";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"8davjer5vpeg0pa07h5mszzyt";"Attacking Midfielder";"Eduard Alexander";"Bello Gil";NA;"1";NA;"3";NA;"3";"5";"2";NA;NA;"1";"1";"2";NA;NA;NA;"3";NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"18";"3";NA;NA;NA;"30";"1";NA;"90";"3";"9";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"a43eych22nuzkv3xk9k4cn9x";"Striker";"Flavio Germán";"Ciampichetti";NA;"1";"1";NA;NA;"3";"5";"2";NA;NA;"1";"5";"1";NA;NA;NA;NA;NA;NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";"1";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"3gexir2gjtsiqqvzqrp66i7kl";"Substitute";"Nicolás";"Araya Bruna";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"13";NA;NA;"26";NA;"0";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"e1fqwn38baz93mzlkra1135qt";"Substitute";"Augusto Sebastián";"Barrios Silva";"1";NA;NA;"2";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;"6";NA;NA;"19";NA;"0";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"3vc630xckipfj14vahhja4dsl";"Substitute";"Rodrigo Nicolás";"Contreras";NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
