"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"firstName";"lastName";"wonTackle";"wasFouled";"lostCorners";"totalThrows";"totalTackle";"ontargetScoringAtt";"totalScoringAtt";"goals";"penaltyConceded";"totalOffside";"wonCorners";"fouls";"shotOffTarget";"yellowCard";"totalSubOff";"goalAssist";"cornerTaken";"stats[2, ]";"totalSubOn";"local";"id_partido";"blockedScoringAtt";"penaltyWon";"redCard";"secondYellow";"ownGoals";"cleanSheet";"penaltySave"
"33";NA;NA;NA;NA;"37";"1";NA;"72";"1";"8";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"3i66iyijtz2p4xd7ngsc444ph";"Midfielder";"Ariel Elías";"Martínez Arce";NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"27";NA;NA;NA;NA;"33";"1";NA;"88";NA;"7";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18pa8hde4d0jkbtpltej87tg5";"Midfielder";"Iván Patricio";"Ledezma Ahumada";"1";"2";NA;NA;"1";"1";"2";NA;NA;"1";"3";"1";"1";NA;"1";NA;"7";NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"17";NA;NA;NA;NA;"30";"1";NA;"90";"1";"2";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"cv2m0fe5o4urquub6b5gm4t4a";"Midfielder";"Nicolás Esteban";"Fernández Muñoz";"2";"1";NA;"7";"3";NA;NA;NA;NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;"1";NA
"30";NA;NA;NA;NA;"36";"1";NA;"90";NA;"9";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yvk7o42utehkf7nki39zafo5";"Attacking Midfielder";"Iván Gonzalo";"Vásquez Quilodrán";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;"1";NA
"18";NA;NA;NA;NA;"26";"1";NA;"90";NA;"11";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"edzgrsne5h4lt5m2aex9s59t5";"Striker";"Sergio Henrique";"Santos Gomes";"1";"1";NA;NA;"1";"3";"5";"2";NA;"1";NA;"2";"1";NA;NA;NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";"1";NA;NA;NA;NA;"1";NA
"18";NA;NA;NA;NA;"25";"1";NA;"84";"1";"10";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bj3lt3rad9p93r4soac60f651";"Striker";"Ignacio Alejandro";"Jeraldino Jul";NA;"5";NA;NA;NA;"2";"4";NA;NA;"5";"1";"2";"2";NA;"1";NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4ry41imxbur7epfo5igydybpx";"Substitute";"Osvaldo Javier";"Bosso Torres";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"9";NA;NA;"18";NA;"0";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Substitute";"Luis Alberto";"Cabrera Figueroa";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9j5hkfilerc8upy6zl1gpucph";"Substitute";"Nicolás Ignacio";"Crovetto Aqueveque";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"4";NA;NA;"6";NA;"0";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"ap0mzingo9tmhjmr4qe86ww6h";"Substitute";"Jonathan Carlos";"Herrera";NA;NA;NA;NA;NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"3";NA;NA;NA;NA;"3";NA;NA;"2";NA;"0";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bn04vhl78qfknkl5fk84rkuz9";"Substitute";"Juan Andrés";"Leiva Mieres";NA;"1";NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"54f193zgclx6i6xsp44abct0p";"Substitute";"René Antonio";"Melendez Plaza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"5hxyo9kveiykjyewoat4q7yl1";"Substitute";"Eryin Alexis";"Sanhueza Mora";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"14";"4";"7";NA;"11";"24";"1";NA;"90";"3";"1";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"49yhcajx5gijgfko5ifgw0445";"Goalkeeper";"Claudio Iván";"González Landeros";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"19";"2";NA;NA;NA;"24";"1";NA;"83";"1";"3";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"dxwo887wtvm57i1oa5a70zey2";"Defender";"Vicente Felipe";"Fernández Godoy";"4";"1";NA;"7";"7";NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"19";"4";NA;NA;NA;"26";"1";NA;"90";"7";"6";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"cqi3d3zbljlib6d0t7q33nh05";"Defender";"Felipe Alejandro";"Salinas Gatica";NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"22";"4";NA;NA;NA;"32";"1";NA;"90";"5";"5";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"11ksp0z05fplfny1g5zowxnf9";"Defender";"Matías Cristóbal";"Navarrete Fuentes";"2";"1";NA;NA;"4";NA;"1";NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"24";"4";NA;NA;NA;"31";"1";NA;"90";"3";"2";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"cgj4zia6o2z0a1kc5le49abc9";"Defender";"Victor Armando";"Retamal Ahumada";NA;NA;"4";"14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"22";"4";NA;NA;NA;"33";"1";NA;"90";NA;"8";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"crbzje4uia8cbjfw0707ieitx";"Midfielder";"Fernando Antonio";"Saavedra Valencia";NA;NA;NA;"1";NA;"1";"3";NA;NA;NA;"1";"2";"1";NA;NA;NA;"5";NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";"1";NA;NA;NA;NA;NA;NA
"25";"3";NA;NA;NA;"33";"1";NA;"89";"7";"4";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"7wq4mbn69joob7zdqh9i66pjp";"Midfielder";"Ángel Leonardo";"Rodríguez Güelmo";"1";"3";"1";NA;"2";NA;NA;NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;"1";"1";NA;NA;NA
"18";"2";NA;NA;NA;"27";"1";NA;"63";"1";"7";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"82ffef6lzygelxn9swn5pqzca";"Midfielder";"Jonathan Wladimir";"Andía León";"3";"2";NA;NA;"4";"1";"1";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"13";"4";NA;NA;NA;"19";"1";NA;"90";NA;"11";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"e8603jieikidg50o1ws8jfjrp";"Striker";"Mariano Omar";"Barbieri";NA;"4";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"18";"4";NA;NA;NA;"27";"1";NA;"90";"2";"9";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"evaw1idobvcyu884uagfl657t";"Striker";"José Pablo";"Monreal Villablanca";NA;"2";NA;NA;NA;NA;"2";NA;NA;NA;"1";"2";"2";NA;NA;NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"14";"2";NA;NA;NA;"21";"1";NA;"81";NA;"10";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"aaz1pfpj9kpw5o65s7r2sk6ax";"Striker";"Santiago Daniel";"Micolta Lastra";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;"1";NA;"1";NA;NA;NA;NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"2";"2";NA;NA;NA;"4";NA;NA;"9";NA;"0";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"6syak1ldxzlao7f9k3i2c1dyh";"Substitute";"Matías Ignacio";"Contreras Hinojosa";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"17";"2";NA;NA;NA;"17";NA;NA;"27";NA;"0";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"dzp533rt8qw1ctl4poyn7kjx1";"Substitute";"Alvaro Felipe";"Césped Lártiga";NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";FALSE;"6a0nq53niusqwob0vm5pb5dgq";"1";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"6ucunpb4yav9uibtb6ws2pk9h";"Substitute";"Lucas Raúl";"Giovini Schiapino";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"e078r0hbxt1p2f03f0m7h1vx1";"Substitute";"Victor Hernán";"Morales Reyes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"1";"2";NA;NA;NA;"5";NA;NA;"7";NA;"0";"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"ezu4gnsl7w8gpb04d34pu9uj9";"Substitute";"Wilson Eduardo";"Piñones Aguirre";NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"rc3wds3899pcvaatu84aauei";"Substitute";"Gianluca";"Simeone";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-10-06Z";"hfu6x1260h62zj7xl6cn95hx";"Unión La Calera";"evmina7i3bndveeqd07ssmcid";"Substitute";"Francisco Javier";"Sánchez Silva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;NA;NA
"13";NA;"1";NA;"8";"26";"1";NA;"90";"1";"1";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"5hxyo9kveiykjyewoat4q7yl1";"Goalkeeper";"Eryin Alexis";"Sanhueza Mora";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"21";NA;NA;NA;NA;"25";"1";NA;"90";"7";"4";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"17";NA;NA;NA;NA;"23";"1";NA;"90";"18";"5";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"be2mkt8tl6bgnm4nyzb5l02c5";"Defender";"Manuel Elías";"Fernández Guzmán";"1";NA;"1";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"19";NA;NA;NA;NA;"29";"1";NA;"90";"7";"6";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"epvt3nij5xk960wrr4omk2f2t";"Defender";"Carlos Alfredo";"Labrin Candia";"4";NA;"1";"4";"4";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"20";NA;NA;NA;NA;"33";"1";NA;"90";"3";"3";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8i2jufhd0hz8i0n88p82sk0r9";"Midfielder";"Matías Daniel";"Campos Toro";"1";"2";NA;"13";"2";NA;NA;NA;NA;NA;NA;"3";NA;"1";NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"30";NA;NA;NA;NA;"37";"1";NA;"90";NA;"8";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"a1ifm5kvocs5jjejgg3tkp1x";"Midfielder";"Darío";"Bottinelli";"1";"2";NA;NA;"1";NA;"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";"1";NA;NA;NA;NA;"1";NA
"31";NA;NA;NA;NA;"44";"1";NA;"90";"2";"7";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Midfielder";"Luis Alberto";"Cabrera Figueroa";"1";NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"17";NA;NA;NA;NA;"24";"1";NA;"90";"1";"2";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"cv2m0fe5o4urquub6b5gm4t4a";"Midfielder";"Nicolás Esteban";"Fernández Muñoz";"1";NA;NA;"5";"2";NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"24";NA;NA;NA;NA;"29";"1";NA;"85";NA;"9";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18pa8hde4d0jkbtpltej87tg5";"Attacking Midfielder";"Iván Patricio";"Ledezma Ahumada";"1";"2";NA;NA;"1";NA;"2";NA;NA;NA;"1";"2";"1";NA;"1";NA;"2";NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";"1";NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"10";"1";NA;"84";NA;"11";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"edzgrsne5h4lt5m2aex9s59t5";"Striker";"Sergio Henrique";"Santos Gomes";"1";"4";NA;NA;"2";NA;NA;NA;NA;NA;NA;"4";NA;"1";"1";NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
"17";NA;NA;NA;NA;"29";"1";NA;"75";NA;"10";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bj3lt3rad9p93r4soac60f651";"Striker";"Ignacio Alejandro";"Jeraldino Jul";NA;NA;"1";NA;NA;"1";"2";NA;NA;"1";"1";"4";NA;NA;"1";NA;NA;NA;NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";"1";NA;NA;NA;NA;NA;NA
"1";NA;NA;NA;NA;"3";NA;NA;"6";"2";"0";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"ezzbma8yzj7pqs89hfe7fir4l";"Substitute";"Cristian Venancio";"Bogado Morinigo";NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4ry41imxbur7epfo5igydybpx";"Substitute";"Osvaldo Javier";"Bosso Torres";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9j5hkfilerc8upy6zl1gpucph";"Substitute";"Nicolás Ignacio";"Crovetto Aqueveque";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9px67vb566yli6fcj1v4tmcb9";"Substitute";"Sebastián";"Díaz Aracena";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"56xhn0pktp3nfatvz4qsmjwq2";"Substitute";"Joaquín Andrés";"García Epull";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;"2";NA;NA;"15";NA;"0";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"ap0mzingo9tmhjmr4qe86ww6h";"Substitute";"Jonathan Carlos";"Herrera";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;"5";NA;NA;"5";NA;"0";"2018-08-26Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bn04vhl78qfknkl5fk84rkuz9";"Substitute";"Juan Andrés";"Leiva Mieres";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
"18";NA;"1";NA;"7";"30";"1";NA;"90";NA;"1";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"8rgy29sd9okehwq8bzyb3v0t1";"Goalkeeper";"Matías Ezequiel";"Dituro";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"39";NA;NA;NA;NA;"46";"1";NA;"90";"2";"3";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"bawp4u4kdk42hgma2dlaagcet";"Defender";"Cristian Andrés";"Álvarez Valenzuela";"2";"1";NA;"11";"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"15";NA;NA;NA;NA;"20";"1";NA;"66";"5";"6";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"3u8o54ozv8frmg0dct2uqnt1x";"Defender";"Branco";"Ampuero Vera";"2";"1";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
"26";NA;NA;NA;NA;"36";"1";NA;"90";"10";"5";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"eqdo9vp6b1wkfvfz4zfj6iml1";"Defender";"Germán Andrés";"Lanaro";"2";"2";"1";"1";"2";NA;NA;NA;NA;NA;NA;"3";NA;"1";NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"44";NA;NA;NA;NA;"55";"1";NA;"90";"3";"2";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"801dgxrhpyvz8l63g05cnwmi1";"Defender";"Raimundo Andrés";"Rebolledo Valenzuela";"1";"2";NA;"14";"1";NA;"1";NA;NA;NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"54";NA;NA;NA;NA;"69";"1";NA;"90";NA;"4";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"3k8wr5chjtaakdyyftcqpak0l";"Defensive Midfielder";"Luciano Román";"Aued";NA;NA;NA;NA;NA;"1";"3";NA;NA;NA;"2";"1";"1";"1";NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";"1";NA;NA;NA;NA;"1";NA
"35";NA;NA;NA;NA;"41";"1";NA;"90";NA;"8";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"6gxaissxsaf19icbrv0na8b8p";"Defensive Midfielder";"Ignacio Antonio";"Saavedra Pino";NA;"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
"23";NA;NA;NA;NA;"26";"1";NA;"70";"1";"11";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"ab94ttwtuco332is0tu8npj9x";"Attacking Midfielder";"Diego Nicolás";"Rojas Orellana";NA;"2";NA;"1";NA;NA;"1";NA;NA;NA;NA;"1";"1";NA;"1";NA;"1";NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;NA;NA
"49";NA;NA;NA;NA;"58";"1";NA;"90";NA;"10";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"7swl6vdfvr4somv33kiobm51";"Attacking Midfielder";"Diego Mario";"Buonanotte Rende";NA;"6";NA;NA;NA;NA;"2";NA;NA;NA;"1";"2";NA;NA;NA;NA;"3";NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";"2";NA;NA;NA;NA;"1";NA
"14";NA;NA;NA;NA;"24";"1";NA;"90";NA;"7";"2018-08-26Z";"7gkwmrw0cjz0m168ouw00z4gy";"Universidad Católica";"39qv8yz0yfoa7sqxard74b90q";"Attacking Midfielder";"César Augusto";"Munder Rodríguez";"2";"2";NA;"1";"2";NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;FALSE;"2asaxrlvnpd9ongg13hptkdii";NA;NA;NA;NA;NA;"1";NA
