"accuratePass" "penaltyConceded" "goalsConceded" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "penGoalsConceded" "minsPlayed" "fouls" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wonCorners" "yellowCard" "totalScoringAtt" "shotOffTarget" "wasFouled" "lostCorners" "totalOffside" "totalSubOff" "cornerTaken" "ontargetScoringAtt" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "redCard" "local" "id_partido" "saves" "cleanSheet" "goals" "penaltyWon" "goalAssist" "secondYellow" "penaltySave" "ownGoals"
"17" NA NA NA "14" "35" "1" NA "120" NA "1" "1" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "paox5q06x88wn1ibq8kzpdqt" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" "1" "1" NA NA NA NA NA NA
"20" NA NA NA NA "30" "1" NA "120" "2" "2" "3" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "5k5yivcsij2l6sj447xfrzt1x" "Defender" "2" "19" "2" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA "1" NA NA NA NA NA NA
"27" NA NA NA NA "37" "1" NA "120" "1" "3" "6" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "a8ma47gkl1l37s081jv18ocfd" "Defender" "4" NA "5" NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA "1" NA NA NA NA NA NA
"40" NA NA NA NA "57" "1" NA "120" "2" "2" "5" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "c38t4jm3u40w0kcoj2e0ngnah" "Defender" "1" NA "3" "1" NA "1" NA NA "1" "1" NA NA NA "1" NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA "1" NA NA NA NA NA NA
"44" NA NA NA NA "53" "1" NA "120" "1" "4" "2" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "erjg1qs9modbqfkfiz6picyqx" "Defender" "2" "12" "4" "1" NA "2" "1" NA NA NA NA NA NA "1" NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA "1" NA NA NA NA NA NA
"49" NA NA NA NA "69" "1" NA "120" "4" "2" "4" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "c320492cbp1otejfp1i1oane1" "Defensive Midfielder" "3" NA "6" NA NA "6" "4" "4" NA NA NA NA "1" "1" NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA "1" "1" NA NA NA NA NA
"34" NA NA NA NA "45" "1" NA "120" "2" "2" "8" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "8a6byar2m3wbw942xps4n0xk9" "Defensive Midfielder" NA NA "1" NA NA "1" NA "3" NA NA NA "6" NA "1" NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA "1" NA NA "1" NA NA NA
"22" NA NA NA NA "31" "1" NA "97" "5" NA "11" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "25jijkfo6rzv3qslyt6s9arx1" "Attacking Midfielder" "1" NA "1" "1" NA "3" "3" "1" NA NA "1" NA NA NA NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"24" NA NA NA NA "34" "1" NA "113" "1" NA "10" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "97dvieed0uacwfswjllbtl4ut" "Attacking Midfielder" NA NA NA "1" NA "2" NA NA NA NA "1" NA "1" "1" NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"20" NA NA NA NA "34" "1" NA "119" "1" "2" "7" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "7j0fg53og80v3mjuderenmuvp" "Attacking Midfielder" "1" NA "3" NA NA "1" NA "3" NA NA "1" NA "1" NA NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"18" NA NA NA NA "21" "1" NA "119" "1" NA "9" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "5jkpkdkzz937c4d4gf7shcr11" "Striker" NA "2" NA NA NA "2" "2" "2" NA NA "1" NA NA NA NA NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"3" NA NA NA NA "8" NA NA "23" NA "1" "0" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "e94v3ryc2f5jl7l3fhon4rxzp" "Substitute" NA NA NA "1" NA NA NA "2" NA NA NA NA NA NA NA "1" NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "9hop4kpyrrkombigyebfbiifp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "4pusu2ja88szvf14irubam3ft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "1" NA NA "0" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "62f469c410cywwzpcou2myoyx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "dyqr2z4r3oilkvxc95dmxm609" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "4m28o7ojq9799ejqlzbuavy7d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "1i489a4ytobfqyrxk9y3fqmsp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA "1" NA NA "7" NA NA "0" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "9owmt5rfzwyilfw79mq4pefvt" "Substitute" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA "1" NA NA "1" NA NA "0" "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "4191yiwuf0ikgfk4wp1iepcdl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "e83rwj2vrihqhvxvon8790p91" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"22" NA "1" NA "19" "41" "1" NA "120" NA "2" "1" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "b67vtycwcw93v5z6zidzsej8p" "Goalkeeper" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" "2" NA NA NA NA NA NA NA
"41" NA "1" NA NA "54" "1" NA "120" NA "5" "3" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "etsgyfejyka71co7e2xeq6r55" "Defender" "1" "20" "1" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"67" NA "1" NA NA "81" "1" NA "120" "2" "7" "6" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "a7ekqvzo7coh5bmbw3ktyut3p" "Defender" "3" NA "3" NA NA "1" "1" NA "1" NA NA NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"74" NA "1" NA NA "85" "1" NA "120" "1" "9" "5" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "2922aevmtpw4qvcwohmxmqtbd" "Defender" "3" NA "5" NA NA NA NA "3" "1" NA NA NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"50" NA "1" NA NA "67" "1" NA "120" "1" "3" "2" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "1hcbucz8jhcjuv4scxn88i1nt" "Defender" "4" "10" "4" NA NA NA NA NA "3" NA NA NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"17" NA NA NA NA "22" "1" NA "54" "2" NA "11" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "5tsrmx2p5f3mrpwt8gpx4x979" "Midfielder" NA NA NA NA NA "1" "1" "2" NA NA "1" NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"57" NA "1" NA NA "66" "1" NA "120" "1" "1" "8" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "cbcvb1sgfgfqqwvm2xodfa31l" "Midfielder" "4" NA "5" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"47" NA NA NA NA "62" "1" NA "76" "3" NA "4" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "9q5shvp6w9eohqzqylzhhcgr9" "Midfielder" "3" NA "3" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"37" NA "1" NA NA "45" "1" NA "120" NA NA "7" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "7o11dzx2cccrslutrjl16ik89" "Midfielder" "5" "3" "6" NA "1" "3" "3" "6" NA NA NA "1" NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"21" NA NA NA NA "25" "1" NA "63" NA NA "9" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "9pod7gbq5hz2dtxvthatzk9n9" "Striker" NA NA "1" NA NA "2" "1" "2" NA NA "1" NA "1" NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"20" NA "1" NA NA "30" "1" NA "112" "1" "1" "10" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "ddf07flibb0j2s97fwmnuau3t" "Striker" NA NA NA "1" NA "2" "2" NA NA "1" "1" NA NA NA NA NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"21" NA "1" NA NA "27" NA NA "66" "1" NA "0" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "b47n6vo9f60gsa14aq2zq37xl" "Substitute" "1" "1" "1" "1" NA "2" "2" "1" NA NA NA "1" NA NA NA "1" NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "14h0iqf7xj9ra1vqiq0o9zc2x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "8i2bt325w6fcav736rukycgkp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "1ma8gce4os15aa6p7u24dlj3d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"18" NA "1" NA NA "19" NA NA "44" "1" "3" "0" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "70tsvrcmklvp4ecdhxlugf8ix" "Substitute" "2" NA "2" NA "1" "1" "1" NA NA NA NA NA NA NA NA "1" NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"17" NA "1" NA NA "19" NA NA "57" "4" NA "0" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "1qkep5ck252k1g3oqza5ygh61" "Substitute" "1" NA "1" NA NA NA NA "1" NA NA NA NA NA NA NA "1" NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "5w7o4g97roi6aqwv23jd3avh1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"1" NA NA NA NA "2" NA NA "8" NA NA "0" "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "35y61220qzlyedki00vfmioyx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-30Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "ckchoodzk7exem70z9ao8u2nd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4z8h9axgrvp5iaypqgzjmhjvt" NA NA NA NA NA NA NA NA
"11" NA "1" NA "11" "30" "1" NA "120" NA NA "1" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "paox5q06x88wn1ibq8kzpdqt" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" "2" NA NA NA NA NA NA NA
"24" NA "1" NA NA "41" "1" NA "120" "1" "4" "3" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "5k5yivcsij2l6sj447xfrzt1x" "Defender" "2" "13" "2" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"12" NA "1" NA NA "27" "1" NA "120" "4" "6" "6" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "a8ma47gkl1l37s081jv18ocfd" "Defender" "2" NA "2" "1" "1" NA NA "2" NA NA NA NA NA NA NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"27" NA "1" NA NA "39" "1" NA "120" "2" "4" "5" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "c38t4jm3u40w0kcoj2e0ngnah" "Defender" "2" NA "3" "1" NA "3" NA "2" NA NA NA NA "2" "1" NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA "1" NA NA NA NA NA
"35" NA "1" NA NA "47" "1" NA "120" "2" "2" "2" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "erjg1qs9modbqfkfiz6picyqx" "Defender" "4" "25" "4" "2" NA NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"41" NA "1" NA NA "53" "1" NA "120" "3" "2" "4" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "c320492cbp1otejfp1i1oane1" "Defensive Midfielder" "5" NA "8" NA "1" "2" "2" "3" NA NA NA NA NA NA NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"27" NA "1" NA NA "42" "1" NA "119" NA "1" "8" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "8a6byar2m3wbw942xps4n0xk9" "Defensive Midfielder" NA NA "2" NA NA NA NA "3" NA NA "1" "9" NA NA NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA "1" NA NA NA
"34" NA NA NA NA "42" "1" NA "113" "4" NA "11" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "25jijkfo6rzv3qslyt6s9arx1" "Attacking Midfielder" NA NA NA NA NA "6" "1" "4" NA "1" "1" NA "2" "3" NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA "1" NA NA NA NA NA
"31" NA "1" NA NA "49" "1" NA "120" "3" "2" "10" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "e94v3ryc2f5jl7l3fhon4rxzp" "Attacking Midfielder" "1" NA "1" "1" NA "3" "1" "1" "1" NA NA NA "1" "1" NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"29" NA "1" NA NA "43" "1" NA "119" "1" NA "7" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "7j0fg53og80v3mjuderenmuvp" "Attacking Midfielder" NA NA NA "3" NA "9" "5" "4" NA "2" "1" NA "3" "1" NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"9" NA NA NA NA "19" "1" NA "76" "3" NA "9" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "5jkpkdkzz937c4d4gf7shcr11" "Striker" "1" "1" "1" "1" NA "3" "2" "2" NA NA "1" NA NA "1" NA NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "9hop4kpyrrkombigyebfbiifp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "4pusu2ja88szvf14irubam3ft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "62f469c410cywwzpcou2myoyx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "1" NA NA "0" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "dyqr2z4r3oilkvxc95dmxm609" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"2" NA NA NA NA "2" NA NA "1" NA NA "0" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "4m28o7ojq9799ejqlzbuavy7d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "1i489a4ytobfqyrxk9y3fqmsp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA "1" NA NA NA NA NA "7" NA NA "0" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "9owmt5rfzwyilfw79mq4pefvt" "Substitute" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"10" NA "1" NA NA "13" NA NA "44" "2" NA "0" "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "4191yiwuf0ikgfk4wp1iepcdl" "Substitute" "1" "1" "1" NA "1" "1" "1" "1" NA NA NA NA NA NA NA "1" NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA "1" NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "97dvieed0uacwfswjllbtl4ut" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "2n06f4y6dwh73xw4hjof9gkpw" "Venezuela U20" "e83rwj2vrihqhvxvon8790p91" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"15" NA "2" NA "18" "47" "1" NA "120" NA NA "1" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "ulbgnht5baklwsju16svszc9" "Goalkeeper" NA NA NA NA NA NA NA NA "2" NA NA NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" "6" NA NA NA NA NA NA NA
"13" NA "2" NA NA "22" "1" NA "119" "3" "5" "3" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "ac9ebvt008vz5mivsqkroaw2d" "Defender" "1" "9" "2" NA NA NA NA "2" NA NA "1" NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"16" NA "2" NA NA "21" "1" NA "120" NA "11" "6" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "7etm5qf3sonimtxllrw5xwkid" "Defender" "1" "2" "2" NA NA "1" "1" "1" "3" NA NA NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"21" NA "2" NA NA "34" "1" NA "120" "1" "8" "5" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "c4dvhy1z0op9iwj9aqdgzh0q1" "Defender" "2" NA "3" NA NA "2" "1" "3" "1" NA NA NA "1" NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"14" NA "2" NA NA "26" "1" NA "120" "4" "16" "2" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "bkgs0bu84fid8674okqo4r7x1" "Defender" "3" "12" "4" NA NA NA NA "2" NA NA NA NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"17" NA NA NA NA "22" "1" NA "51" NA NA "4" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "7dbzcwyph2xoljyhaogjo7mcp" "Defensive Midfielder" "1" NA "2" NA NA NA NA "1" NA NA "1" NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"23" NA "1" NA NA "32" "1" NA "113" "3" "4" "8" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "4hmqtr4zzogg0yw2w9dibv5k9" "Defensive Midfielder" NA "1" "2" NA NA "1" "1" NA NA NA "1" NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"20" NA "2" NA NA "26" "1" NA "120" "1" "4" "11" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "1lym8zscp7l8icay2cya7cauh" "Attacking Midfielder" "1" NA "1" NA NA "1" NA "1" "1" NA NA NA NA "1" NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"28" NA "2" NA NA "34" "1" NA "120" "4" "5" "10" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "9n403vt63i8sxmbpu1vp0kcmh" "Attacking Midfielder" "3" NA "5" NA "1" NA NA "3" "1" NA NA NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"25" NA "2" NA NA "40" "1" NA "120" "3" NA "7" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "234q7lf0bx51r8wehvg51r4k5" "Attacking Midfielder" "2" "2" "3" "1" NA "2" NA "4" "1" NA NA "1" "1" "1" NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA "1" NA NA NA
"8" NA NA NA NA "13" "1" NA "83" "1" NA "9" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "3yz0kut1bzvlb00jl6qx9awo9" "Striker" NA NA NA NA NA NA NA "4" NA NA "1" NA NA NA NA NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
"7" NA "2" NA NA "11" NA NA "69" "2" NA "0" "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "6a6mbb6e462y31yyfprw3br3d" "Substitute" NA NA NA NA "1" "1" NA "2" NA "1" NA NA "1" NA NA "1" NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "4eaw6l0418q57ktjma0k5lnt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "747gj6gy7umok7as67g3s4sfd" NA NA NA NA NA NA NA NA
