"accuratePass" "penaltyConceded" "goalsConceded" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "penGoalsConceded" "minsPlayed" "fouls" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wonCorners" "yellowCard" "totalScoringAtt" "shotOffTarget" "wasFouled" "lostCorners" "totalOffside" "totalSubOff" "cornerTaken" "ontargetScoringAtt" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "redCard" "local" "id_partido" "saves" "cleanSheet" "goals" "penaltyWon" "goalAssist" "secondYellow" "penaltySave" "ownGoals"
"37" NA "1" NA NA "39" "1" "1" "90" "1" "1" "4" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "dpnp9rguhhs04of6vmlw5spg5" "Defensive Midfielder" "2" NA "3" NA "1" NA NA "1" "1" NA NA NA NA NA NA NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
"10" NA "1" NA NA "11" "1" "1" "70" "1" NA "11" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "ajd4xcdy0ug16idnn5fzcowyd" "Midfielder" NA NA "1" NA NA "4" "2" NA NA "3" "1" NA "2" NA NA NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA "1" NA NA NA NA NA
"32" NA "1" NA NA "39" "1" "1" "90" NA "3" "10" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "2qdgfxqyh0bjn3alkz97py8k5" "Midfielder" "1" NA "1" NA NA "1" NA "2" NA NA NA NA "1" NA NA NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
"26" NA "1" NA NA "35" "1" "1" "90" "1" NA "8" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "bpzosmv765b1vq0oqf57sqbit" "Midfielder" NA NA "1" NA "1" "1" "1" NA NA NA NA "2" NA NA NA NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
"6" NA "1" NA NA "7" "1" "1" "81" NA NA "7" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "1cu7fg8sf90isf9gp21e5fqh" "Midfielder" "4" "1" "5" NA NA "3" "1" "2" "1" "2" "1" NA "1" "1" NA NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA "1" NA NA NA NA NA
"10" NA "1" NA NA "14" "1" "1" "90" NA "2" "9" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "d3u6rb7l7yd1sm0flqwlnzi09" "Striker" NA NA NA NA NA "3" "3" "2" NA "1" NA NA NA NA NA NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA "1" NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "e92s00ot1x6sadghwzx5fbv11" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "dq6ekfuevevtw580hdoutgez9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
"1" NA NA NA NA "3" NA NA "9" NA NA "0" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "19856wqwrmzmvfw9thf0tzrv9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA "3" NA NA "20" NA "1" "0" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "86nwv5baekm00h4d3z0suwhyh" "Substitute" NA NA NA NA NA "2" NA "2" NA NA NA NA NA "2" NA "1" NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "1" NA NA "0" "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "37kr5th62ugmy4j55i3n45k2d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "9jx56wcoj1htd69i749wfwkx5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "6t98v409htv7qr7llp9vim1ux" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "913rgsi93o890wc2cbuwlbqp5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-01Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "1wubpng5503qfvlyc3vvjr8wl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "2qf67xjeziporbs1zjz1gfs9" NA NA NA NA NA NA NA NA
"11" NA NA NA "5" "12" "1" NA "90" NA NA "1" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "cgqunmh8aw465fna15rdve8d1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" NA NA NA NA NA NA
"50" NA NA NA NA "63" "1" NA "90" "1" "3" "3" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "d92v6n4pf20eepvli92lqau39" "Defender" "1" "10" "1" "2" NA "2" "2" "1" NA NA NA NA NA NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" NA NA NA NA NA NA
"68" NA NA NA NA "72" "1" NA "90" NA NA "6" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "chn2v9j6dqmuz2haoiuulbd91" "Defender" NA NA "1" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" NA NA NA NA NA NA
"69" NA NA NA NA "74" "1" NA "90" NA "2" "5" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "d0ir0lbmkzvkvgjvry5l9z2l1" "Defender" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" NA NA NA NA NA NA
"41" NA NA NA NA "52" "1" NA "90" "3" NA "2" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "ch3og6hfa6hlsdjbpalppfxlh" "Defender" "3" "16" "3" "1" NA NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" NA NA NA NA NA NA
"43" NA NA NA NA "48" "1" NA "90" "1" "3" "4" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "eg9xhi6wfp1duf01pcsn8vfmd" "Defensive Midfielder" "2" NA "3" NA NA "2" "1" "3" "1" NA NA NA NA "1" NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" NA NA NA NA NA NA
"23" NA NA NA NA "28" "1" NA "90" NA NA "11" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "66nvc8a4kd3cyeyj3i474cudx" "Midfielder" NA "1" "1" "2" NA "5" "2" "1" NA "1" NA NA "2" "1" NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" "1" NA "1" NA NA NA
"56" NA NA NA NA "59" "1" NA "79" "3" NA "10" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "bt2h27b7sfmsa5w6tnfp7lw4p" "Midfielder" "1" NA "1" NA NA "1" "1" "1" NA NA "1" NA NA NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"78" NA NA NA NA "89" "1" NA "90" NA NA "8" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "cih5wxie4m0g0oo4ejzdcgyxh" "Midfielder" "4" NA "4" "1" NA "4" "1" NA NA NA NA "7" "3" NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA "1" "1" NA "1" NA NA NA
"28" NA NA NA NA "33" "1" NA "62" "5" NA "7" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "9yfnfwqog4y572aoe2iztnbv9" "Midfielder" NA NA NA NA NA "1" NA "2" NA NA "1" NA NA "1" NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA "1" "2" NA NA NA
"16" NA NA NA NA "17" "1" NA "62" "1" NA "9" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "cxcysifvtn49imj2zs6rdtk9h" "Striker" NA "1" NA "1" NA "4" "2" "1" NA "1" "1" NA "2" NA NA NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA "2" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "5danec4f4h9msnkt24l2ze609" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "9iwkidg6lykej8vrhfz6z4ct1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "f0e5posm9z0oma2t3u9k1qy95" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"6" NA NA NA NA "8" NA NA "11" NA NA "0" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "5w9g9gfeucuccwxd09o62f84p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "ci7xmcavkdlllw80bmaqhpvit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"17" NA NA NA NA "19" NA NA "28" "2" NA "0" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "1j0a3ml1zglc9s31yentfckb9" "Substitute" NA NA NA NA NA NA NA "1" NA NA NA "2" NA NA NA "1" NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "doctoq9o6be1yap6je75w0vrp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "3red5hsu42hgfe7nyqq00k5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "cb6w7n7n1eh9huwzyzvgmdxih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"6" NA NA NA NA "7" NA NA "28" NA NA "0" "2017-05-25Z" "5hpwmngudtgits98k5ce2ckjh" "France U20" "9b7iei751ersl6ny0o0k8gn3d" "Substitute" NA NA NA "2" NA "1" NA NA NA "1" NA NA "1" NA NA "1" NA TRUE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"10" NA "4" "1" "10" "17" "1" NA "90" NA "3" "1" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "5afm6gf348osy2zcwqsmw7c2x" "Goalkeeper" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" "5" NA NA NA NA NA NA NA
"31" NA "4" NA NA "43" "1" NA "90" "1" "5" "4" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "9mk08xl6acn3l3xiu8ljo8l49" "Defender" "2" "15" "3" NA "1" NA NA "4" "3" NA NA "1" NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"23" NA "4" NA NA "26" "1" NA "90" NA "4" "5" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "bmc5616zf0ovip2ak8jq7wxk9" "Defender" NA NA NA NA NA NA NA "2" NA NA NA NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"21" NA "4" NA NA "27" "1" NA "90" "1" "1" "6" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "28z7yd14fbcqoodwx4c21jpih" "Defender" "2" NA "2" NA "1" NA NA "1" "2" NA NA NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"8" NA "2" NA NA "11" "1" NA "41" "1" "2" "3" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "aqw5winrm34p6t4918wqj9yax" "Wing Back" "2" NA "2" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"22" "1" "4" NA NA "26" "1" NA "74" "2" "3" "2" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "5v1wcpfw8jr7jtdu3xy222hux" "Wing Back" "2" "8" "2" NA NA "1" "1" NA NA NA NA NA NA NA NA NA "1" FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA "1" NA NA
"13" NA "4" NA NA "18" "1" NA "58" "2" NA "11" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "77ipvasiwsyshd44tly4iue39" "Midfielder" NA NA NA NA NA NA NA "3" NA NA "1" NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"32" NA "4" NA NA "40" "1" NA "90" "1" "6" "10" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "4qe9v3ndhrzjm7aar3j78bkkp" "Midfielder" "1" NA "1" NA NA NA NA NA "2" NA NA NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"9" NA "3" NA NA "14" "1" NA "50" NA NA "8" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "btvl4ogn85hjjgq2mw2uzws15" "Midfielder" "2" NA "2" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"15" NA "4" NA NA "28" "1" NA "90" "1" NA "7" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "7y9ss2qh8vpd4fonsgc5k78x5" "Midfielder" "1" "1" "1" NA NA NA NA "2" NA NA NA NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"15" NA "4" NA NA "18" "1" NA "90" "3" NA "9" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "eq8a0j8ug7wkngpf7kuu1l0x5" "Striker" NA NA NA NA "1" "1" "1" "1" NA NA NA NA NA NA NA NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "9qfxxo1fhtvfldl2qyu0l9zhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "f5lqyxoj63lzxk1naf9asmzft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"17" NA "1" NA NA "19" NA NA "40" "1" "1" "0" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "3n5nhhfog3r428po78uaxvtnt" "Substitute" "2" NA "2" "1" "1" "1" "1" NA "1" NA NA NA NA NA NA "1" NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "3uuinlz3lnoao090o63kcym7d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"16" NA "2" NA NA "20" NA NA "49" NA "1" "0" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "e24ffjk0qpdag3rx6jmglip5h" "Substitute" "1" NA "3" NA NA NA NA "2" NA NA NA NA NA NA NA "1" NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "2u6z9s4fq4m01h4amrgffgpnt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "dy9bl55bvzowjl1gnvp68u7e1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"3" NA NA NA NA "4" NA NA "32" NA NA "0" "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "3g43if8jliggy67wnz2kcg3c9" "Substitute" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA "1" NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "phc4o0j9k5r11littj1um489" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "8qiozm7l6yeed1n6zg4kl1zvt" "Vietnam U20" "c8rjl4424mkjcz0gt1cplwyqx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "5uer6e0kqrngrrwptsr49rsa1" NA NA NA NA NA NA NA NA
"27" NA "2" NA "4" "39" "1" NA "90" NA "1" "1" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "70d7ep81lnb6m2flci6s8s5w5" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" "3" NA NA NA NA NA NA NA
"44" NA "2" NA NA "58" "1" NA "90" NA "2" "4" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "fs5utga62tud5s06xj27qdat" "Defender" "4" "1" "6" NA NA "1" "1" "1" NA NA NA NA NA NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"48" NA "2" NA NA "55" "1" NA "90" "1" "3" "5" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "2hrvu72syd3vyic6ylygxbyl1" "Defender" "2" NA "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"35" NA "2" NA NA "39" "1" NA "90" NA "2" "6" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "c1fabiy6f0xh34bn04s7i4out" "Defender" "3" "6" "4" NA NA NA NA NA NA "1" NA NA NA NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"40" NA "2" NA NA "56" "1" NA "90" NA NA "3" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "2i0jmzn2v41ucvki3ojcrqqqd" "Wing Back" "4" "10" "4" "2" NA "2" "2" NA NA "1" NA "4" NA NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA "1" NA NA NA
"24" NA "1" NA NA "36" "1" NA "73" "1" NA "2" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "7kwnsh13clv3gjz3z0pk3hqs5" "Wing Back" "3" "6" "3" NA NA "2" NA "1" NA "1" "1" NA "2" NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA "1" NA NA NA NA NA
"24" NA "1" NA NA "27" "1" NA "66" NA NA "11" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "7lnq98x95vcb4kp6wpfgwd3v9" "Midfielder" "1" NA "1" NA NA "3" NA "1" NA NA "1" "2" "2" "1" NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"49" NA "2" NA NA "61" "1" NA "90" "1" NA "8" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "bsouak8arliqt1yfe5fp6kyc5" "Midfielder" "3" NA "4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"27" NA "2" NA NA "36" "1" NA "90" "1" NA "7" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "9j1fd0mz39tl1h5che3f357md" "Midfielder" "1" NA "2" "1" "1" "3" "2" "4" NA "1" NA NA "1" NA NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA "1" "1" NA NA NA
"16" NA "1" NA NA "22" "1" NA "66" NA NA "9" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "bbfl8vdz0htr9pcl641q9byl1" "Striker" NA "1" NA "1" NA "6" "2" NA NA "2" "1" NA "3" "1" NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA "1" NA "1" NA NA NA
"27" NA "2" NA NA "35" "1" NA "90" NA NA "10" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "bnbxzr09vcjvl6uxh2zpafb9x" "Striker" "2" "2" "2" "1" NA "5" "2" NA NA "1" NA NA "2" "1" NA NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "6wxwe3gba9cfm008udiydc0yd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"6" NA "1" NA NA "7" NA NA "24" NA NA "0" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "3mhnaw75njyb91vtzkywl4atx" "Substitute" "1" "2" "1" NA NA "3" "3" "2" NA NA NA NA NA NA NA "1" NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "4in9eb4sw3h3k4ng5wn3q5vit" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"2" NA "1" NA NA "4" NA NA "17" "1" NA "0" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "ekuxrs6jelc05phyo9m80tp79" "Substitute" "1" NA "1" NA "1" "1" NA NA NA "1" NA NA "1" NA NA "1" NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"10" NA "1" NA NA "12" NA NA "24" NA "1" "0" "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "6q2mf0qrkt51z28b46wltxal1" "Substitute" NA "1" "1" "1" "1" "1" NA NA NA NA NA NA "1" NA NA "1" NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "1ljgis575ujto4361ed15w0r9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-26Z" "3gc5ndutiq4h6zcy1e0olfmsd" "Germany U20" "7l6y554mwgqi79qeebwnq2w2d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6ra5bm2qrz65w96g767xyle5l" NA NA NA NA NA NA NA NA
"10" NA "3" "1" "14" "29" "1" NA "90" NA "1" "1" "2017-05-26Z" "668e4mftdv7ob14qe3lzb8w2r" "Vanuatu U20" "4k0hg0ezbn9s62uwlbsitiup5" "Goalkeeper" NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA FALSE "6ra5bm2qrz65w96g767xyle5l" "9" NA NA NA NA NA "1" NA
