"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"nombres";"apellidos";"wonTackle";"lostCorners";"totalThrows";"totalTackle";"fouls";"wasFouled";"penaltyConceded";"secondYellow";"redCard";"totalScoringAtt";"totalSubOff";"totalOffside";"shotOffTarget";"yellowCard";"cornerTaken";"blockedScoringAtt";"wonCorners";"totalSubOn";"subposicion";"stats[2, ]";"local";"id_partido";"cleanSheet";"ontargetScoringAtt";"goals";"goalAssist";"penaltySave";"penaltyWon";"ownGoals"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"clsskbmcp1npmlf4obp7aje8l";"Substitute";"Isaac Alejandro";"Díaz Lobos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"5yjiqgdcnka7bm1i4dknxvq0a";"Substitute";"Benjamín Nicolás";"Rivera Silva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7pfg5o00t7x7u4w0raxp0obmd";"Substitute";"Camilo Bryan";"Rodríguez Pedraza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";TRUE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"b4zszap8xfqqkobg4gc61tzl6";"Substitute";"Camilo";"Rozas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";TRUE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
"5";"1";NA;NA;NA;"6";NA;NA;"25";NA;"0";"2019-05-12Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1r0ykfguzzb2l7dthg9p85qeh";"Substitute";"Pedro  Iván";"Sánchez Torrealba";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;"2";"1";"Attacker";NA;TRUE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
"8";NA;"6";NA;"15";"28";"1";NA;"90";"1";"1";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"276g6pfpah0p1dva0bfi18hqt";"Goalkeeper";"Joaquín Emanuel";"Muñoz Almarza";NA;"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";NA;NA;NA;NA;NA;NA
"10";NA;NA;NA;NA;"16";"1";NA;"90";"1";"4";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";"1";"1";"2";"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";"1";NA;NA;NA;NA;NA
"6";NA;NA;NA;NA;"19";"1";NA;"90";"19";"5";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"be2mkt8tl6bgnm4nyzb5l02c5";"Defender";"Manuel Elías";"Fernández Guzmán";"1";"1";NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"22";"1";NA;"90";"4";"6";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8bs8qz265kj9bhn8lx09cifvt";"Defender";"Ricardo Antonio";"Escobar Acuña";NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";NA;NA;NA;NA;NA;NA
"21";NA;NA;NA;NA;"34";"1";NA;"90";"4";"3";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"23rxggjnk33ensvafo1ebfdg5";"Midfielder";"Diego Ignacio";"Torres Quintana";NA;"1";"5";NA;"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";NA;NA;NA;NA;NA;NA
"35";NA;NA;NA;NA;"44";"1";NA;"86";NA;"8";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yrdgfx2ywrejye3jt3s3udw5";"Midfielder";"Jorge Alexis";"Henríquez Neira";"3";NA;NA;"3";"2";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;"1";NA;NA;NA
"36";NA;NA;NA;NA;"48";"1";NA;"90";"1";"7";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yvk7o42utehkf7nki39zafo5";"Midfielder";"Iván Gonzalo";"Vásquez Quilodrán";"1";NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";NA;NA;NA;NA;NA;NA
"13";NA;NA;NA;NA;"22";"1";NA;"90";"3";"2";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"cv2m0fe5o4urquub6b5gm4t4a";"Midfielder";"Nicolás Esteban";"Fernández Muñoz";"1";"1";"3";"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";NA;NA;NA;NA;NA;NA
"21";NA;NA;NA;NA;"29";"1";NA;"77";NA;"9";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18pa8hde4d0jkbtpltej87tg5";"Attacking Midfielder";"Iván Patricio";"Ledezma Ahumada";NA;NA;NA;NA;NA;"2";NA;NA;NA;"2";"1";NA;"2";NA;"2";NA;"1";NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
"20";NA;NA;NA;NA;"34";"1";NA;"90";"2";"11";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bj3lt3rad9p93r4soac60f651";"Striker";"Ignacio Alejandro";"Jeraldino Jul";NA;NA;NA;NA;NA;"2";NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";"1";"3";"2";NA;NA;NA;NA
"20";NA;NA;NA;NA;"23";"1";NA;"89";NA;"10";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18nk3jxjo37tdkbqkk3g6ges5";"Striker";"Jesús Isaac";"Hernández Córdova";NA;NA;NA;NA;"1";"3";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
"6";NA;NA;NA;NA;"8";NA;NA;"13";NA;"0";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Substitute";"Luis Alberto";"Cabrera Figueroa";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"0";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9j5hkfilerc8upy6zl1gpucph";"Substitute";"Nicolás Ignacio";"Crovetto Aqueveque";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"5ajtpr7zaybavvee6wv16yh1x";"Substitute";"Álvaro Alejandro";"Delgado Sciaraffia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"brkd7vi8zwf9oc1xhncco4mei";"Substitute";"Bryan Jesús";"Figueroa De La Hoz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"6ziq84a8i6vouhtc5wm8cta6t";"Substitute";"Ricardo";"Fuenzalida";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"eoju7mg9z3wfay1ory99bf7fu";"Substitute";"Matias";"Hurych";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;NA;NA;NA;NA
"3";NA;NA;NA;NA;"4";NA;NA;"4";NA;"0";"2019-05-12Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8dfo8a5fvu2qpca8hgnm980d1";"Substitute";"Cristobal Osvaldo";"Marín Barrios";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";"Midfielder";NA;FALSE;"czqtq09ex0fhvr6ysj6u4ypnu";NA;NA;NA;"1";NA;NA;NA
"17";"1";"4";NA;"7";"31";"1";NA;"90";"1";"1";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"s018lxkr8e6bpxldf7vhxxhx";"Goalkeeper";"Cristian";"Campestrini";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"15";"1";NA;NA;NA;"20";"1";NA;"90";"6";"3";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"cjmai4tgydff5g6ykyrclt8et";"Defender";"Bastián";"San Juan Martínez";"3";NA;"6";"4";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"57";"1";NA;NA;NA;"63";"1";NA;"90";"3";"6";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"gy2us7bvt80iil2vmzdmxrrp";"Defender";"Cristian Fernando";"Suarez Figueroa";"3";"1";NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"20";"1";NA;NA;NA;"33";"1";NA;"90";"9";"5";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"5yjiqgdcnka7bm1i4dknxvq0a";"Defender";"Benjamín Nicolás";"Rivera Silva";NA;"3";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"35";"1";NA;NA;NA;"44";"1";NA;"90";"5";"2";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7pfg5o00t7x7u4w0raxp0obmd";"Defender";"Camilo Bryan";"Rodríguez Pedraza";"2";"1";"2";"3";"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;"2";NA;NA;NA;NA;NA
"31";"1";NA;NA;NA;"44";"1";NA;"90";NA;"8";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"3kgj8qv3krm0g4u8eidfdw0r9";"Midfielder";"Juan Ezequiel";"Cuevas";"6";NA;"1";"6";"4";"4";NA;NA;NA;"4";NA;NA;NA;"1";"1";"1";NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;"3";"2";NA;NA;NA;NA
"34";"1";NA;NA;NA;"40";"1";NA;"90";"5";"4";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"aoz0966dxup25pg67nhvkszx1";"Midfielder";"Gonzalo Gastón";"Freitas Silva";"2";NA;NA;"3";"4";"2";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;"1";NA;NA;NA;NA;NA
"28";"1";NA;NA;NA;"34";"1";NA;"90";"1";"7";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"60a2pk7zaclwwq7n9qchurxlh";"Midfielder";"Diego Felipe Andrés";"Orellana Medina";"1";"1";"1";"1";"3";"1";NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"28";"1";NA;NA;NA;"33";"1";NA;"88";NA;"11";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"dhy4u5ea6vtob2g2ugvzrn93p";"Striker";"Maximiliano Iván";"Ceratto";"2";NA;NA;"3";"1";"2";NA;NA;NA;"2";"1";NA;"2";NA;NA;NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;"1";NA;NA;NA
"7";NA;NA;NA;NA;"11";"1";NA;"75";"6";"9";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"clsskbmcp1npmlf4obp7aje8l";"Striker";"Isaac Alejandro";"Díaz Lobos";NA;"2";NA;NA;"1";NA;NA;NA;NA;"2";"1";NA;"1";NA;NA;"1";"1";NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"14";NA;NA;NA;NA;"17";"1";NA;"66";NA;"10";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"6sorhqf5jakifbpurjdisqyfp";"Striker";"José Fernando";"Arismendi Peralta";"1";NA;NA;"1";"1";"2";NA;NA;NA;NA;"1";"1";NA;NA;"1";NA;NA;NA;NA;NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;"1";NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"6mi3h1rjzu71amuqvqnep2q96";"Substitute";"Alejandro";"Henríquez Henríquez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"6";"1";NA;NA;NA;"7";NA;NA;"15";NA;"0";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c960la319fh0462pqsmb3oezt";"Substitute";"Matias";"Leiva Arancibia";NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;"1";NA;NA;NA;NA;NA
"18";"1";NA;NA;NA;"21";NA;NA;"24";NA;"0";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1z0ee5hxms409lpw0xysut3h1";"Substitute";"Álvaro Alfredo Alejandro";"Madrid Gaete";"2";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"bwt9uej9k7ad5acandyvr7iwa";"Substitute";"Carlos Agustín";"Moreno Luna";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"d9ns2ltj5nu2ysl23zf10o7ze";"Substitute";"Sebastián Rodrigo";"Pereira Abarca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1r0ykfguzzb2l7dthg9p85qeh";"Substitute";"Pedro  Iván";"Sánchez Torrealba";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"7";NA;NA;"2";NA;"0";"2019-06-13Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7ognu9dhj81u2vtk7e19sfe1h";"Substitute";"Sergio Andrés";"Vergara Sáez";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";"Midfielder";NA;TRUE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"11";"2";"5";NA;"11";"17";"1";NA;"90";NA;"1";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"678u2ogdvkqfs0e2wa4gr6wgl";"Goalkeeper";"Sebastián Alberto";"López";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"36";"2";NA;NA;NA;"41";"1";NA;"90";NA;"3";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"c4nxpxfcf6y5hlauw37n3xtxx";"Defender";"John Antonio";"Santander Plaza";"3";NA;"14";"4";"2";"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"2";NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"23";"2";NA;NA;NA;"27";"1";NA;"90";"1";"6";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"aoa2cqk79rtkevrzz2x5h0m39";"Defender";"Rodolfo Antonio";"González Aránguiz";NA;NA;"1";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"25";"2";NA;NA;NA;"31";"1";NA;"90";"3";"5";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1qg7ahnsy82npoatncqdb5nf9";"Defender";"Eric Orlando";"Godoy Zepeda";"2";"1";NA;"2";"1";"1";NA;NA;NA;"1";NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"41";"2";NA;NA;NA;"51";"1";NA;"90";"1";"2";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"5b3nh0tqjkfh61wt99ebs4ded";"Defender";"Rene Alexis";"Bugueño Zenteno";"2";NA;"10";"3";"2";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;"1";NA;NA;NA;NA;NA
"35";"2";NA;NA;NA;"43";"1";NA;"90";"2";"4";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"2hu7n83g2mvekmluq0tmz36d";"Defensive Midfielder";"Eduardo Ignacio";"Farías Diaz";NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"40";"2";NA;NA;NA;"50";"1";NA;"66";NA;"8";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"3893inqanep5u2ivre7qo33kl";"Defensive Midfielder";"Juan Rodrigo";"Gutiérrez Arenas";"1";NA;NA;"2";"2";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"22";"2";NA;NA;NA;"24";"1";NA;"66";"1";"11";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"3gl531k6v6qumpxb5tp17nxlh";"Attacking Midfielder";"Felipe Andrés";"Reynero Galarce";"4";NA;"2";"4";"1";"2";NA;NA;NA;"2";"1";NA;NA;NA;"1";"1";"1";NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;"1";NA;NA;NA;NA;NA
"67";"2";NA;NA;NA;"81";"1";NA;"90";NA;"10";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"9l8hpz13d78bw7b77iclsnahh";"Attacking Midfielder";"Israel Elías";"Poblete Zúñiga";NA;NA;"2";NA;"1";"7";NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;"1";NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"34";"2";NA;NA;NA;"42";"1";NA;"90";NA;"7";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1ize7q7nwniiqjwxz0jllwded";"Attacking Midfielder";"Sebastián Edgardo";"Cespedes Reyes";NA;NA;"3";"4";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"18";"2";NA;NA;NA;"24";"1";NA;"90";NA;"9";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1pxq5s6wcmaf31abep37buz85";"Striker";"Carlos Andrés";"Muñoz Rojas";NA;NA;"1";NA;"1";"3";NA;NA;NA;"6";NA;"1";"2";"1";NA;"1";NA;NA;NA;NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;"3";"1";NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"6pgbp0zc89px2orgonrjtrpey";"Substitute";"Pablo Ignacio";"Cárdenas Baeza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"4";NA;NA;"24";NA;"0";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"5u0nzn999fpgos6krvv1qcxxx";"Substitute";"Carlos Humberto";"Escobar Ortiz";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"798gqeok40rm73beb28rxvmui";"Substitute";"Marcelo";"Filla";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"f408k1glue5u0deys68sw86vp";"Substitute";"Flavio Germán";"Rojas Catalán";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"8";NA;NA;NA;NA;"10";NA;NA;"24";NA;"0";"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"12bai8tpcxky6obxw8eb8fd91";"Substitute";"Fabián Andrés";"Saavedra Muñóz";NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";"1";"1";"1";"Attacker";NA;FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"cp6uoakwtmaf38mqiw19rnzyt";"Substitute";"Rodrigo Andrés";"Ureña Reyes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
